visibility,parent-FQN,method-name,param-list,return-type,tags
public,com.turn.ttorrent.common.Peer,getHostIdentifier,[],java.lang.String,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=false, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.client.Handshake,getPstrlen,[],int,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=true, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.client.AnnounceableInformationImpl,getAnnounceList,[],java.util.List,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=false, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.common.TorrentMetadataImpl,getAnnounceList,[],java.util.List,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=false, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.common.creation.HashingResult,getHashes,[],java.util.List,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=false, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.WaitFor,isMyResult,[],boolean,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=true, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.client.CommunicationManager,getTorrentsStorage,[],com.turn.ttorrent.client.TorrentsStorage,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=false, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
private,com.turn.ttorrent.network.ConnectionWorker,getDefaultWriteErrorMessageWithSuffix,"[java.nio.channels.SocketChannel, java.lang.String]",java.lang.String,"{parameters=true, returns=true, switches=false, ifs=false, static=false, returns_primitives=false, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.common.protocol.PeerMessage,getType,[],com.turn.ttorrent.common.protocol.PeerMessage$Type,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=false, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
public,com.turn.ttorrent.common.protocol.TrackerMessage,getType,[],com.turn.ttorrent.common.protocol.TrackerMessage$Type,"{parameters=false, returns=true, switches=false, ifs=false, static=false, returns_primitives=false, local_variables=false, conditionals=false, multiple_statements=false, loops=false}"
