,schemaTuple,visitedTest,timesVisitedTest,visitedProd,timesVisitedProd,id
1712,checkoutclearmetacheckout,False,0,False,0,
1713,checkoutupdateprivatemetacheckouterrors,False,0,False,0,
1714,checkoutupdateprivatemetacheckout,False,0,False,0,
1715,checkoutclearprivatemetacheckouterrors,False,0,False,0,
1716,checkoutclearprivatemetacheckout,False,0,False,0,
1717,appcreateauthtoken,False,0,False,0,
1718,appcreateapperrors,False,0,False,0,
1719,appcreateapp,False,0,False,0,
1720,apperrorfield,False,0,False,0,
1721,apperrormessage,False,0,False,0,
1722,apperrorcode,False,0,False,0,
1723,apperrorpermissions,False,0,False,0,
1724,appupdateapperrors,False,0,False,0,
1725,appupdateapp,False,0,False,0,
1726,appdeleteapperrors,False,0,False,0,
1727,appdeleteapp,False,0,False,0,
1728,apptokencreateauthtoken,False,0,False,0,
1729,apptokencreateapperrors,False,0,False,0,
1730,apptokencreateapptoken,False,0,False,0,
1731,apptokendeleteapperrors,False,0,False,0,
1732,apptokendeleteapptoken,False,0,False,0,
1733,apptokenverifyvalid,False,0,False,0,
1734,apptokenverifyapperrors,False,0,False,0,
1735,appinstallapperrors,False,0,False,0,
1736,appinstallappinstallation,False,0,False,0,
1737,appretryinstallapperrors,False,0,False,0,
1738,appretryinstallappinstallation,False,0,False,0,
1739,appdeletefailedinstallationapperrors,False,0,False,0,
1740,appdeletefailedinstallationappinstallation,False,0,False,0,
1741,appfetchmanifestmanifest,False,0,False,0,
1742,appfetchmanifestapperrors,False,0,False,0,
1743,manifestidentifier,False,0,False,0,
1744,manifestversion,False,0,False,0,
1745,manifestname,False,0,False,0,
1746,manifestabout,False,0,False,0,
1747,manifestpermissions,False,0,False,0,
1748,manifestappurl,False,0,False,0,
1749,manifestconfigurationurl,False,0,False,0,
1750,manifesttokentargeturl,False,0,False,0,
1751,manifestdataprivacy,False,0,False,0,
1752,manifestdataprivacyurl,False,0,False,0,
1753,manifesthomepageurl,False,0,False,0,
1754,manifestsupporturl,False,0,False,0,
1755,appactivateapperrors,False,0,False,0,
1756,appactivateapp,False,0,False,0,
1757,appdeactivateapperrors,False,0,False,0,
1758,appdeactivateapp,False,0,False,0,
1759,createtokentoken,False,0,False,0,
1760,createtokenrefreshtoken,False,0,False,0,
1761,createtokencsrftoken,False,0,False,0,
1762,createtokenuser,False,0,False,0,
1763,createtokenaccounterrors,False,0,False,0,
1764,accounterrorfield,True,1,False,0,
1765,accounterrormessage,True,1,False,0,
1766,accounterrorcode,True,1,False,0,
1767,refreshtokentoken,False,0,False,0,
1768,refreshtokenuser,False,0,False,0,
1769,refreshtokenaccounterrors,False,0,False,0,
1770,verifytokenuser,False,0,False,0,
1771,verifytokenisvalid,False,0,False,0,
1772,verifytokenpayload,False,0,False,0,
1773,verifytokenaccounterrors,False,0,False,0,
1774,deactivateallusertokensaccounterrors,False,0,False,0,
1775,requestpasswordresetaccounterrors,False,0,False,0,
1776,confirmaccountuser,False,0,False,0,
1777,confirmaccountaccounterrors,False,0,False,0,
1778,setpasswordtoken,False,0,False,0,
1779,setpasswordrefreshtoken,False,0,False,0,
1780,setpasswordcsrftoken,False,0,False,0,
1781,setpassworduser,False,0,False,0,
1782,setpasswordaccounterrors,False,0,False,0,
1783,passwordchangeuser,False,0,False,0,
1784,passwordchangeaccounterrors,False,0,False,0,
1785,requestemailchangeuser,False,0,False,0,
1786,requestemailchangeaccounterrors,False,0,False,0,
1787,confirmemailchangeuser,False,0,False,0,
1788,confirmemailchangeaccounterrors,False,0,False,0,
1789,accountaddresscreateuser,False,0,False,0,
1790,accountaddresscreateaccounterrors,False,0,False,0,
1791,accountaddresscreateaddress,False,0,False,0,
1792,accountaddressupdateuser,False,0,False,0,
1793,accountaddressupdateaccounterrors,False,0,False,0,
1794,accountaddressupdateaddress,False,0,False,0,
1795,accountaddressdeleteuser,False,0,False,0,
1796,accountaddressdeleteaccounterrors,False,0,False,0,
1797,accountaddressdeleteaddress,False,0,False,0,
1798,accountsetdefaultaddressuser,False,0,False,0,
1799,accountsetdefaultaddressaccounterrors,False,0,False,0,
1800,accountregisterrequiresconfirmation,False,0,False,0,
1801,accountregisteraccounterrors,False,0,False,0,
1802,accountregisteruser,False,0,False,0,
1803,accountupdateaccounterrors,False,0,False,0,
1804,accountupdateuser,False,0,False,0,
1805,accountrequestdeletionaccounterrors,False,0,False,0,
1806,accountdeleteaccounterrors,False,0,False,0,
1807,accountdeleteuser,False,0,False,0,
1808,accountupdatemetaaccounterrors,False,0,False,0,
1809,accountupdatemetauser,False,0,False,0,
1810,addresscreateuser,False,0,False,0,
1811,addresscreateaccounterrors,False,0,False,0,
1812,addresscreateaddress,False,0,False,0,
1813,addressupdateuser,False,0,False,0,
1814,addressupdateaccounterrors,False,0,False,0,
1815,addressupdateaddress,False,0,False,0,
1816,addressdeleteuser,False,0,False,0,
1817,addressdeleteaccounterrors,False,0,False,0,
1818,addressdeleteaddress,False,0,False,0,
1819,addresssetdefaultuser,False,0,False,0,
1820,addresssetdefaultaccounterrors,False,0,False,0,
1821,customercreateaccounterrors,False,0,False,0,
1822,customercreateuser,False,0,False,0,
1823,customerupdateaccounterrors,False,0,False,0,
1824,customerupdateuser,False,0,False,0,
1825,customerdeleteaccounterrors,False,0,False,0,
1826,customerdeleteuser,False,0,False,0,
1827,customerbulkdeletecount,False,0,False,0,
1828,customerbulkdeleteaccounterrors,False,0,False,0,
1829,staffcreatestafferrors,False,0,False,0,
1830,staffcreateuser,False,0,False,0,
1831,stafferrorfield,True,1,False,0,
1832,stafferrormessage,False,0,False,0,
1833,stafferrorcode,True,1,False,0,
1834,stafferrorpermissions,False,0,False,0,
1835,stafferrorgroups,False,0,False,0,
1836,stafferrorusers,False,0,False,0,
1837,staffupdatestafferrors,False,0,False,0,
1838,staffupdateuser,False,0,False,0,
1839,staffdeletestafferrors,False,0,False,0,
1840,staffdeleteuser,False,0,False,0,
1841,staffbulkdeletecount,False,0,False,0,
1842,staffbulkdeletestafferrors,False,0,False,0,
1843,useravatarupdateuser,False,0,False,0,
1844,useravatarupdateaccounterrors,False,0,False,0,
1845,useravatardeleteuser,False,0,False,0,
1846,useravatardeleteaccounterrors,False,0,False,0,
1847,userbulksetactivecount,False,0,False,0,
1848,userbulksetactiveaccounterrors,False,0,False,0,
1849,userupdatemetaaccounterrors,False,0,False,0,
1850,userupdatemetauser,False,0,False,0,
1851,userclearmetaaccounterrors,False,0,False,0,
1852,userclearmetauser,False,0,False,0,
1853,userupdateprivatemetaaccounterrors,False,0,False,0,
1854,userupdateprivatemetauser,False,0,False,0,
1855,userclearprivatemetaaccounterrors,False,0,False,0,
1856,userclearprivatemetauser,False,0,False,0,
1857,serviceaccountcreateauthtoken,False,0,False,0,
1858,serviceaccountcreateaccounterrors,False,0,False,0,
1859,serviceaccountcreateserviceaccount,False,0,False,0,
1860,serviceaccountupdateaccounterrors,False,0,False,0,
1861,serviceaccountupdateserviceaccount,False,0,False,0,
1862,serviceaccountdeleteaccounterrors,False,0,False,0,
1863,serviceaccountdeleteserviceaccount,False,0,False,0,
1864,serviceaccountupdateprivatemetaaccounterrors,False,0,False,0,
1865,serviceaccountupdateprivatemetaserviceaccount,False,0,False,0,
1866,serviceaccountclearprivatemetaaccounterrors,False,0,False,0,
1867,serviceaccountclearprivatemetaserviceaccount,False,0,False,0,
1868,serviceaccounttokencreateauthtoken,False,0,False,0,
1869,serviceaccounttokencreateaccounterrors,False,0,False,0,
1870,serviceaccounttokencreateserviceaccounttoken,False,0,False,0,
1871,serviceaccounttokendeleteaccounterrors,False,0,False,0,
1872,serviceaccounttokendeleteserviceaccounttoken,False,0,False,0,
1873,permissiongroupcreatepermissiongrouperrors,False,0,False,0,
1874,permissiongroupcreategroup,False,0,False,0,
1875,permissiongrouperrorfield,False,0,False,0,
1876,permissiongrouperrormessage,False,0,False,0,
1877,permissiongrouperrorcode,False,0,False,0,
1878,permissiongrouperrorpermissions,False,0,False,0,
1879,permissiongrouperrorusers,False,0,False,0,
1880,permissiongroupupdatepermissiongrouperrors,False,0,False,0,
1881,permissiongroupupdategroup,False,0,False,0,
1882,permissiongroupdeletepermissiongrouperrors,False,0,False,0,
1883,permissiongroupdeletegroup,False,0,False,0,
